species,trap,latitude,longitude,addressaccuracy,block,nummosquitos,wnvpresent,street,day,month,year,week,dayofweek,tmax,tmin,tavg,wetbulb,heat,cool,sunrise,sunset,stnpressure,sealevel,resultspeed,resultdir,avgspeed,precipbool,direction,winddir
2,88,41.953067,-87.776792,8,40,1,0, N AUSTIN AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
2,89,41.999129,-87.795585,8,65,2,0, N OAK PARK AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
2,92,41.958271,-87.702575,9,42,1,0, N RICHMOND ST,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
2,95,41.994469,-87.667736,8,15,1,0, W GRANVILLE AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,1,2
2,97,41.916265,-87.800515,8,70,1,0,  W ARMITAGE AVENUE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,1,2
2,114,41.948167,-87.730698,8,37,2,0, N KEDVALE AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
3,1,41.95469,-87.800991,9,41,5,0, N OAK PARK AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
3,8,41.981964,-87.812827,8,91,2,0, W HIGGINS AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,1,2
3,9,41.944869,-87.832763,8,36,1,0, N PITTSBURGH AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
3,13,41.974089,-87.824812,8,79,2,0, W FOSTER AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,1,2
3,14,42.011601,-87.811506,8,72,1,0, N OKETO AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
3,18,41.979243,-87.750938,9,49,1,0, W BALMORAL AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,1,2
3,20,41.986921,-87.689778,9,58,2,0, N WESTERN AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
3,87,41.961743,-87.76007,9,53,2,0, W AGATITE AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,1,2
3,88,41.953067,-87.776792,8,40,3,0, N AUSTIN AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
3,89,41.999129,-87.795585,8,65,9,0, N OAK PARK AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
3,92,41.958271,-87.702575,9,42,2,0, N RICHMOND ST,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
3,96,42.006858,-87.675919,9,18,2,0, W FARWELL AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,1,2
3,97,41.916265,-87.800515,8,70,10,0,  W ARMITAGE AVENUE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,1,2
3,114,41.948167,-87.730698,8,37,1,0, N KEDVALE AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
3,116,41.963976,-87.69181,9,45,1,0, N CAMPBELL AVE,5,6,2007,23,1,64,47,56.0,51.0,9.0,0.0,417.0,1923.0,29.1,29.79,5.2,5,7.6,1,0,2
1,32,41.9216,-87.666455,8,15,1,0, W WEBSTER AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
1,35,41.867108,-87.654224,8,11,2,0, W ROOSEVELT,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
1,74,41.731922,-87.677512,8,22,1,0, W 89TH ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
1,85,41.662014,-87.724608,8,42,1,0, W 127TH PL,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
2,22,41.801498,-87.763416,9,50,1,0, S CENTRAL AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,2,1
2,32,41.9216,-87.666455,8,15,1,0, W WEBSTER AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
2,35,41.867108,-87.654224,8,11,1,0, W ROOSEVELT,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
2,37,41.919343,-87.694259,8,21,1,0, N STAVE ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,0,1
2,68,41.868077,-87.666901,9,11,1,0, S ASHLAND AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,2,1
2,70,41.869216,-87.627561,8,11,1,0, S STATE ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,2,1
2,71,41.720848,-87.666014,9,17,2,0, W 95TH ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
2,74,41.731922,-87.677512,8,22,1,0, W 89TH ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
2,85,41.662014,-87.724608,8,42,2,0, W 127TH PL,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
2,104,41.682587,-87.707973,9,35,3,0, W 116TH ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
2,108,41.725517,-87.614258,8,93,1,0, S DR MARTIN LUTHER KING JR DR,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,2,1
3,17,41.94983,-87.698457,9,38,1,0, N CALIFORNIA AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,0,1
3,23,41.906638,-87.701431,9,14,3,0, N HUMBOLDT DR,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,0,1
3,32,41.9216,-87.666455,8,15,2,0, W WEBSTER AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
3,33,41.891118,-87.654491,8,25,1,0, W GRAND AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
3,35,41.867108,-87.654224,8,11,1,0, W ROOSEVELT,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
3,36,41.896282,-87.655232,8,11,2,0, W CHICAGO,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
3,37,41.919343,-87.694259,8,21,1,0, N STAVE ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,0,1
3,39,41.921965,-87.632085,8,22,3,0, N CANNON DR,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,0,1
3,65,41.688324,-87.676709,8,22,4,0, W 113TH ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
3,67,41.723195,-87.64997,5,10,1,0, S VINCENNES,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,2,1
3,68,41.868077,-87.666901,9,11,7,0, S ASHLAND AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,2,1
3,74,41.731922,-87.677512,8,22,1,0, W 89TH ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
3,85,41.662014,-87.724608,8,42,4,0, W 127TH PL,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
3,91,41.878114,-87.629798,3,43,3,0, N ASHLAND AVE OVERPASS,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,0,1
3,93,41.932094,-87.700117,8,28,1,0, N FRANCISCO AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,0,1
3,98,41.846075,-87.716277,9,25,1,0, S MILLARD AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,2,1
3,99,41.907645,-87.760886,8,15,3,0, N LONG AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,0,1
3,100,41.918705,-87.752329,8,21,1,0, N LAWLER AVE,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,0,1
3,104,41.682587,-87.707973,9,35,8,0, W 116TH ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,1,1
3,105,41.732984,-87.649642,8,89,1,0, S CARPENTER ST,5,6,2007,23,1,63,51,57.0,52.0,8.0,0.0,417.0,1923.0,29.16,29.78,6.2,3,8.1,1,2,1
1,66,41.869107,-87.696293,9,10,1,0, S CALIFORNIA AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
1,68,41.868077,-87.666901,9,11,1,0, S ASHLAND AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
1,85,41.662014,-87.724608,8,42,6,0, W 127TH PL,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
2,23,41.906638,-87.701431,9,14,2,0, N HUMBOLDT DR,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,0,6
2,29,41.852652,-87.719887,8,21,5,0, S HAMLIN AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
2,32,41.9216,-87.666455,8,15,1,0, W WEBSTER AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
2,33,41.891118,-87.654491,8,25,1,0, W GRAND AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
2,34,41.868142,-87.696269,9,11,1,0, S CALIFORNIA,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
2,35,41.867108,-87.654224,8,11,2,0, W ROOSEVELT,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
2,38,41.846283,-87.656913,9,25,1,0, S THROOP,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
2,65,41.688324,-87.676709,8,22,2,0, W 113TH ST,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
2,68,41.868077,-87.666901,9,11,10,0, S ASHLAND AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
2,84,41.891126,-87.61156,5,53,1,0, N STREETER DR,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,0,6
2,85,41.662014,-87.724608,8,42,20,0, W 127TH PL,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
2,104,41.682587,-87.707973,9,35,1,0, W 116TH ST,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
2,107,41.719059,-87.675088,9,96,3,0, S HOYNE AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
3,17,41.94983,-87.698457,9,38,1,0, N CALIFORNIA AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,0,6
3,23,41.906638,-87.701431,9,14,3,0, N HUMBOLDT DR,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,0,6
3,24,41.843811,-87.686763,9,27,1,0, S WESTERN AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
3,29,41.852652,-87.719887,8,21,1,0, S HAMLIN AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
3,30,41.857402,-87.694991,8,30,1,0, W 18TH ST,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
3,32,41.9216,-87.666455,8,15,1,0, W WEBSTER AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
3,33,41.891118,-87.654491,8,25,6,0, W GRAND AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
3,34,41.868142,-87.696269,9,11,1,0, S CALIFORNIA,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
3,36,41.896282,-87.655232,8,11,1,0, W CHICAGO,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
3,37,41.919343,-87.694259,8,21,1,0, N STAVE ST,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,0,6
3,64,41.721474,-87.648064,8,10,2,0, W 95TH ST,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
3,65,41.688324,-87.676709,8,22,2,0, W 113TH ST,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
3,68,41.868077,-87.666901,9,11,19,0, S ASHLAND AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
3,74,41.731922,-87.677512,8,22,5,0, W 89TH ST,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
3,84,41.891126,-87.61156,5,53,1,0, N STREETER DR,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,0,6
3,85,41.662014,-87.724608,8,42,25,0, W 127TH PL,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
3,91,41.878114,-87.629798,3,43,1,0, N ASHLAND AVE OVERPASS,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,0,6
3,93,41.932094,-87.700117,8,28,1,0, N FRANCISCO AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,0,6
3,104,41.682587,-87.707973,9,35,4,0, W 116TH ST,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
3,107,41.719059,-87.675088,9,96,5,0, S HOYNE AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,2,6
3,115,41.966987,-87.674677,8,18,1,0, W LELAND AVE,26,6,2007,26,1,91,73,82.0,72.0,0.0,17.0,418.0,1931.0,29.45,30.09,7.3,21,8.1,1,1,6
2,0,41.953705,-87.733974,8,40,1,0, N TRIPP AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
2,1,41.95469,-87.800991,9,41,1,0, N OAK PARK AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
2,5,41.990284,-87.797127,8,60,1,0, N AVONDALE AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
2,6,41.994991,-87.769279,9,62,1,0, N MANDELL AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
2,9,41.944869,-87.832763,8,36,2,0, N PITTSBURGH AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
2,10,41.991429,-87.747113,8,61,2,0, N LEMONT AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
2,14,42.011601,-87.811506,8,72,2,0, N OKETO AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
2,18,41.979243,-87.750938,9,49,1,0, W BALMORAL AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,1,8
2,20,41.986921,-87.689778,9,58,1,0, N WESTERN AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
2,87,41.961743,-87.76007,9,53,1,0, W AGATITE AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,1,8
2,89,41.999129,-87.795585,8,65,1,0, N OAK PARK AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
2,94,42.01743,-87.687769,8,75,2,0, N OAKLEY AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
2,97,41.916265,-87.800515,8,70,3,0,  W ARMITAGE AVENUE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,1,8
3,1,41.95469,-87.800991,9,41,4,0, N OAK PARK AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
3,2,41.964242,-87.757639,8,46,2,0, N MILWAUKEE AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
3,5,41.990284,-87.797127,8,60,1,0, N AVONDALE AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
3,6,41.994991,-87.769279,9,62,4,0, N MANDELL AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
3,7,42.008314,-87.777921,9,70,2,0, N MOSELL AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
3,9,41.944869,-87.832763,8,36,4,0, N PITTSBURGH AVE,26,6,2007,26,1,92,70,81.0,72.0,0.0,16.0,418.0,1931.0,29.39,30.11,6.1,22,7.1,1,0,8
